order_id,warehouse_region,shipping_cost,promised_delivery_date,actual_delivery_date,delivery_status
O0004109,East Hub,12.11,2026-03-15,2026-03-15,On Time
O0004110,West Hub,8.64,2026-03-17,2026-03-17,On Time
O0004111,East Hub,7.68,2026-03-15,2026-03-14,On Time
O0004112,East Hub,7.56,2026-03-18,2026-03-17,On Time
O0004113,East Hub,9.39,2026-03-16,2026-03-15,On Time
O0004114,East Hub,11.52,2026-03-15,2026-03-15,On Time
O0004115,West Hub,9.43,2026-03-16,2026-03-15,On Time
O0004116,West Hub,9.43,2026-03-16,2026-03-16,On Time
O0004117,East Hub,10.09,2026-03-17,2026-03-16,On Time
O0004118,East Hub,8.1,2026-03-17,2026-03-17,On Time
O0004119,West Hub,17.89,2026-03-16,2026-03-15,On Time
O0004120,Central Hub,10.21,2026-03-18,2026-03-17,On Time
O0004121,West Hub,13.87,2026-03-15,2026-03-14,On Time
O0004122,West Hub,14.8,2026-03-18,2026-03-18,On Time
O0004123,West Hub,9.62,2026-03-16,2026-03-16,On Time
O0004124,West Hub,13.86,2026-03-16,2026-03-15,On Time
O0004125,Central Hub,6.98,2026-03-16,2026-03-16,On Time
O0004126,Central Hub,8.47,2026-03-16,2026-03-15,On Time
O0004127,West Hub,8.02,2026-03-15,2026-03-14,On Time
O0004128,Central Hub,6.79,2026-03-17,2026-03-16,On Time
O0004129,East Hub,11.81,2026-03-16,2026-03-16,On Time
O0004130,Central Hub,7.17,2026-03-17,2026-03-16,On Time
O0004131,West Hub,8.05,2026-03-15,2026-03-14,On Time
O0004132,Central Hub,7.2,2026-03-17,2026-03-17,On Time
O0004133,West Hub,10.55,2026-03-18,2026-03-17,On Time
O0004134,East Hub,6.46,2026-03-16,2026-03-16,On Time
O0004135,West Hub,11.84,2026-03-16,2026-03-21,Late
O0004136,East Hub,7.91,2026-03-18,2026-03-17,On Time
O0004137,Central Hub,12.48,2026-03-18,2026-03-17,On Time
O0004138,West Hub,13.91,2026-03-18,2026-03-17,On Time
O0004139,West Hub,16.09,2026-03-18,2026-03-22,Late
O0004140,East Hub,8.88,2026-03-17,2026-03-16,On Time
O0004141,East Hub,6.84,2026-03-15,2026-03-14,On Time
O0004142,West Hub,10.56,2026-03-18,2026-03-19,Late
O0004143,East Hub,10.97,2026-03-17,2026-03-17,On Time
O0004144,East Hub,6.03,2026-03-16,2026-03-15,On Time
O0004145,Central Hub,5.8,2026-03-17,2026-03-17,On Time
O0004146,East Hub,13.47,2026-03-18,2026-03-17,On Time
O0004147,West Hub,13.98,2026-03-16,2026-03-17,Late
O0004148,West Hub,9.95,2026-03-15,2026-03-14,On Time
O0004149,Central Hub,11.78,2026-03-18,2026-03-18,On Time
O0004150,Central Hub,10.14,2026-03-16,2026-03-16,On Time
O0004151,West Hub,7.87,2026-03-15,2026-03-17,Late
O0004152,West Hub,9.22,2026-03-15,2026-03-14,On Time
O0004153,Central Hub,7.95,2026-03-18,2026-03-17,On Time
O0004154,Central Hub,16.01,2026-03-15,2026-03-15,On Time
O0004155,Central Hub,8.23,2026-03-16,2026-03-15,On Time
O0004156,East Hub,8.99,2026-03-18,2026-03-18,On Time
O0004157,East Hub,10.23,2026-03-15,2026-03-15,On Time
O0004158,West Hub,16.25,2026-03-16,2026-03-15,On Time
O0004159,Central Hub,9.35,2026-03-18,2026-03-17,On Time
O0004160,Central Hub,7.82,2026-03-17,2026-03-16,On Time
O0004161,Central Hub,8.59,2026-03-18,2026-03-17,On Time
O0004162,Central Hub,13.51,2026-03-16,2026-03-21,Late
O0004163,Central Hub,6.46,2026-03-16,2026-03-15,On Time
O0004164,Central Hub,7.97,2026-03-17,2026-03-21,Late
O0004165,East Hub,10.79,2026-03-18,2026-03-17,On Time
O0004166,Central Hub,10.58,2026-03-16,2026-03-16,On Time
O0004167,West Hub,7.61,2026-03-18,2026-03-18,On Time
O0004168,Central Hub,11.93,2026-03-18,2026-03-18,On Time
O0004169,East Hub,7.27,2026-03-18,2026-03-17,On Time
O0004170,West Hub,13.55,2026-03-18,2026-03-17,On Time
O0004171,Central Hub,6.39,2026-03-16,2026-03-15,On Time
O0004172,West Hub,13.62,2026-03-17,2026-03-17,On Time
O0004173,East Hub,7.73,2026-03-19,2026-03-21,Late
O0004174,West Hub,13.15,2026-03-18,2026-03-18,On Time
O0004175,West Hub,13.91,2026-03-16,2026-03-16,On Time
O0004176,Central Hub,11.15,2026-03-16,2026-03-16,On Time
O0004177,East Hub,13.17,2026-03-17,2026-03-17,On Time
O0004178,West Hub,9.53,2026-03-19,2026-03-24,Late
O0004179,Central Hub,14.63,2026-03-19,2026-03-19,On Time
O0004180,East Hub,17.75,2026-03-17,2026-03-17,On Time
O0004181,Central Hub,7.06,2026-03-16,2026-03-16,On Time
O0004182,East Hub,7.17,2026-03-17,2026-03-16,On Time
O0004183,Central Hub,9.59,2026-03-18,2026-03-18,On Time
O0004184,Central Hub,6.45,2026-03-16,2026-03-16,On Time
O0004185,East Hub,8.74,2026-03-16,2026-03-16,On Time
O0004186,East Hub,12.76,2026-03-19,2026-03-18,On Time
O0004187,East Hub,10.55,2026-03-17,2026-03-16,On Time
O0004188,Central Hub,9.88,2026-03-18,2026-03-19,Late
O0004189,East Hub,10.73,2026-03-19,2026-03-19,On Time
O0004190,West Hub,8.52,2026-03-17,2026-03-16,On Time
O0004191,West Hub,8.72,2026-03-18,2026-03-18,On Time
O0004192,East Hub,15.42,2026-03-16,2026-03-18,Late
O0004193,West Hub,7.67,2026-03-16,2026-03-15,On Time
O0004194,West Hub,10.54,2026-03-19,2026-03-19,On Time
O0004195,East Hub,7.56,2026-03-18,2026-03-18,On Time
O0004196,West Hub,13.53,2026-03-17,2026-03-16,On Time
O0004197,Central Hub,11.76,2026-03-16,2026-03-18,Late
O0004198,Central Hub,10.96,2026-03-17,2026-03-17,On Time
O0004199,East Hub,10.8,2026-03-17,2026-03-16,On Time
O0004200,Central Hub,15.31,2026-03-17,2026-03-17,On Time
O0004201,Central Hub,12.91,2026-03-19,2026-03-18,On Time
O0004202,Central Hub,9.32,2026-03-16,2026-03-16,On Time
O0004203,Central Hub,11.16,2026-03-16,2026-03-15,On Time
O0004204,West Hub,21.51,2026-03-19,2026-03-19,On Time
O0004205,West Hub,12.81,2026-03-19,2026-03-19,On Time
O0004206,Central Hub,11.41,2026-03-17,2026-03-16,On Time
O0004207,West Hub,10.86,2026-03-19,2026-03-18,On Time
O0004208,Central Hub,9.71,2026-03-16,2026-03-15,On Time
O0004209,West Hub,8.74,2026-03-19,2026-03-19,On Time
O0004210,East Hub,6.83,2026-03-18,2026-03-17,On Time
O0004211,Central Hub,15.86,2026-03-18,2026-03-17,On Time
O0004212,West Hub,13.79,2026-03-17,2026-03-17,On Time
O0004213,Central Hub,17.61,2026-03-16,2026-03-15,On Time
O0004214,East Hub,12.33,2026-03-17,2026-03-17,On Time
O0004215,East Hub,7.49,2026-03-17,2026-03-17,On Time
O0004216,East Hub,9.78,2026-03-17,2026-03-17,On Time
O0004217,West Hub,10.65,2026-03-19,2026-03-18,On Time
O0004218,West Hub,9.98,2026-03-16,2026-03-15,On Time
O0004219,East Hub,9.77,2026-03-19,2026-03-19,On Time
O0004220,East Hub,10.98,2026-03-19,2026-03-18,On Time
O0004221,Central Hub,11.64,2026-03-19,2026-03-19,On Time
O0004222,East Hub,6.92,2026-03-17,2026-03-16,On Time
O0004223,East Hub,8.11,2026-03-16,2026-03-16,On Time
O0004224,West Hub,10.1,2026-03-18,2026-03-18,On Time
O0004225,West Hub,7.95,2026-03-17,2026-03-17,On Time
O0004226,Central Hub,9.1,2026-03-16,2026-03-16,On Time
O0004227,West Hub,15.89,2026-03-19,2026-03-18,On Time
O0004228,East Hub,8.34,2026-03-20,2026-03-20,On Time
O0004229,West Hub,12.64,2026-03-20,2026-03-19,On Time
O0004230,East Hub,11.46,2026-03-19,2026-03-20,Late
O0004231,Central Hub,7.7,2026-03-19,2026-03-18,On Time
O0004232,East Hub,8.32,2026-03-20,2026-03-24,Late
O0004233,East Hub,6.43,2026-03-17,2026-03-17,On Time
O0004234,Central Hub,7.46,2026-03-18,2026-03-17,On Time
O0004235,East Hub,9.07,2026-03-17,2026-03-17,On Time
O0004236,East Hub,11.67,2026-03-19,2026-03-18,On Time
O0004237,Central Hub,6.47,2026-03-17,2026-03-21,Late
O0004238,West Hub,8.28,2026-03-17,2026-03-17,On Time
O0004239,West Hub,17.59,2026-03-19,2026-03-19,On Time
O0004240,West Hub,9.82,2026-03-17,2026-03-17,On Time
O0004241,West Hub,9.23,2026-03-19,2026-03-19,On Time
O0004242,West Hub,9.57,2026-03-18,2026-03-17,On Time
O0004243,East Hub,8.84,2026-03-20,2026-03-19,On Time
O0004244,East Hub,6.69,2026-03-20,2026-03-19,On Time
O0004245,Central Hub,12.68,2026-03-18,2026-03-17,On Time
O0004246,West Hub,12.5,2026-03-18,2026-03-18,On Time
O0004247,Central Hub,6.97,2026-03-20,2026-03-20,On Time
O0004248,West Hub,12.93,2026-03-18,2026-03-17,On Time
O0004249,East Hub,14.77,2026-03-19,2026-03-19,On Time
O0004250,Central Hub,9.95,2026-03-19,2026-03-18,On Time
O0004251,East Hub,13.67,2026-03-19,2026-03-23,Late
O0004252,Central Hub,10.3,2026-03-17,2026-03-22,Late
O0004253,West Hub,15.85,2026-03-18,2026-03-17,On Time
O0004254,East Hub,8.92,2026-03-17,2026-03-22,Late
O0004255,West Hub,8.35,2026-03-17,2026-03-16,On Time
O0004256,East Hub,10.06,2026-03-17,2026-03-16,On Time
O0004257,East Hub,10.36,2026-03-17,2026-03-16,On Time
O0004258,West Hub,10.14,2026-03-18,2026-03-18,On Time
O0004259,Central Hub,7.44,2026-03-19,2026-03-19,On Time
O0004260,Central Hub,15.94,2026-03-17,2026-03-17,On Time
O0004261,West Hub,11.55,2026-03-17,2026-03-16,On Time
O0004262,East Hub,13.88,2026-03-19,2026-03-19,On Time
O0004263,East Hub,7.57,2026-03-17,2026-03-17,On Time
O0004264,West Hub,10.22,2026-03-18,2026-03-18,On Time
O0004265,East Hub,13.58,2026-03-18,2026-03-17,On Time
O0004266,Central Hub,8.66,2026-03-18,2026-03-18,On Time
O0004267,Central Hub,6.38,2026-03-20,2026-03-25,Late
O0004268,West Hub,13.25,2026-03-18,2026-03-17,On Time
O0004269,West Hub,12.7,2026-03-18,2026-03-18,On Time
O0004270,West Hub,10.37,2026-03-18,2026-03-18,On Time
O0004271,East Hub,11.06,2026-03-18,2026-03-18,On Time
O0004272,East Hub,13.65,2026-03-18,2026-03-18,On Time
O0004273,East Hub,6.26,2026-03-20,2026-03-20,On Time
O0004274,West Hub,12.3,2026-03-18,2026-03-17,On Time
O0004275,West Hub,17.69,2026-03-20,2026-03-20,On Time
O0004276,East Hub,7.18,2026-03-19,2026-03-19,On Time
O0004277,Central Hub,8.64,2026-03-17,2026-03-16,On Time
O0004278,Central Hub,11.01,2026-03-19,2026-03-19,On Time
O0004279,East Hub,8.21,2026-03-19,2026-03-24,Late
O0004280,Central Hub,8.33,2026-03-19,2026-03-19,On Time
O0004281,West Hub,9.02,2026-03-20,2026-03-20,On Time
O0004282,Central Hub,5.42,2026-03-20,2026-03-20,On Time
O0004283,Central Hub,8.07,2026-03-20,2026-03-20,On Time
O0004284,Central Hub,10.05,2026-03-17,2026-03-21,Late
O0004285,West Hub,9.98,2026-03-20,2026-03-19,On Time
O0004286,Central Hub,5.96,2026-03-18,2026-03-17,On Time
O0004287,West Hub,12.69,2026-03-17,2026-03-17,On Time
O0004288,East Hub,12.89,2026-03-20,2026-03-20,On Time
O0004289,West Hub,8.6,2026-03-20,2026-03-24,Late
O0004290,Central Hub,7.2,2026-03-19,2026-03-19,On Time
O0004291,East Hub,12.58,2026-03-18,2026-03-20,Late
O0004292,West Hub,16.73,2026-03-18,2026-03-23,Late
O0004293,West Hub,7.94,2026-03-20,2026-03-19,On Time
O0004294,Central Hub,9.82,2026-03-18,2026-03-18,On Time
O0004295,West Hub,8.63,2026-03-21,2026-03-21,On Time
O0004296,East Hub,9.61,2026-03-20,2026-03-20,On Time
O0004297,West Hub,10.05,2026-03-21,2026-03-20,On Time
O0004298,Central Hub,8.15,2026-03-19,2026-03-18,On Time
O0004299,West Hub,9.04,2026-03-19,2026-03-19,On Time
O0004300,East Hub,11.95,2026-03-20,2026-03-20,On Time
O0004301,East Hub,10.44,2026-03-18,2026-03-18,On Time
O0004302,West Hub,14.79,2026-03-20,2026-03-19,On Time
O0004303,West Hub,9.08,2026-03-19,2026-03-19,On Time
O0004304,Central Hub,7.6,2026-03-20,2026-03-19,On Time
O0004305,Central Hub,10.09,2026-03-19,2026-03-18,On Time
O0004306,Central Hub,7.75,2026-03-19,2026-03-18,On Time
O0004307,East Hub,13.52,2026-03-20,2026-03-19,On Time
O0004308,East Hub,12.65,2026-03-20,2026-03-19,On Time
O0004309,Central Hub,6.34,2026-03-20,2026-03-19,On Time
O0004310,West Hub,10.29,2026-03-18,2026-03-18,On Time
O0004311,Central Hub,13.87,2026-03-21,2026-03-21,On Time
O0004312,West Hub,15.61,2026-03-18,2026-03-18,On Time
O0004313,Central Hub,7.75,2026-03-18,2026-03-17,On Time
O0004314,East Hub,11.26,2026-03-19,2026-03-19,On Time
O0004315,Central Hub,7.95,2026-03-21,2026-03-20,On Time
O0004316,Central Hub,6.11,2026-03-18,2026-03-18,On Time
O0004317,Central Hub,8.86,2026-03-21,2026-03-20,On Time
O0004318,Central Hub,18.21,2026-03-20,2026-03-19,On Time
O0004319,West Hub,10.76,2026-03-20,2026-03-19,On Time
O0004320,Central Hub,10.96,2026-03-20,2026-03-20,On Time
O0004321,East Hub,7.62,2026-03-21,2026-03-21,On Time
O0004322,West Hub,11.69,2026-03-18,2026-03-17,On Time
O0004323,West Hub,15.14,2026-03-21,2026-03-21,On Time
O0004324,West Hub,14.5,2026-03-18,2026-03-17,On Time
O0004325,West Hub,8.4,2026-03-21,2026-03-20,On Time
O0004326,Central Hub,10.69,2026-03-21,2026-03-21,On Time
O0004327,Central Hub,8.94,2026-03-20,2026-03-20,On Time
O0004328,Central Hub,6.93,2026-03-20,2026-03-20,On Time
O0004329,West Hub,12.26,2026-03-21,2026-03-20,On Time
O0004330,West Hub,16.06,2026-03-18,2026-03-18,On Time
O0004331,East Hub,6.88,2026-03-19,2026-03-18,On Time
O0004332,West Hub,6.88,2026-03-20,2026-03-20,On Time
O0004333,Central Hub,8.02,2026-03-21,2026-03-20,On Time
O0004334,East Hub,10.25,2026-03-18,2026-03-18,On Time
O0004335,West Hub,9.96,2026-03-20,2026-03-19,On Time
O0004336,West Hub,12.98,2026-03-18,2026-03-17,On Time
O0004337,East Hub,10.44,2026-03-19,2026-03-18,On Time
O0004338,West Hub,13.4,2026-03-19,2026-03-18,On Time
O0004339,West Hub,9.6,2026-03-20,2026-03-20,On Time
O0004340,West Hub,9.22,2026-03-21,2026-03-20,On Time
O0004341,Central Hub,20.58,2026-03-21,2026-03-21,On Time
O0004342,East Hub,11.5,2026-03-21,2026-03-21,On Time
O0004343,East Hub,9.17,2026-03-19,2026-03-18,On Time
O0004344,West Hub,10.81,2026-03-21,2026-03-20,On Time
O0004345,West Hub,9.39,2026-03-19,2026-03-18,On Time
O0004346,East Hub,12.04,2026-03-21,2026-03-20,On Time
O0004347,West Hub,6.55,2026-03-21,2026-03-20,On Time
O0004348,Central Hub,12.99,2026-03-19,2026-03-19,On Time
O0004349,Central Hub,9.77,2026-03-19,2026-03-19,On Time
O0004350,West Hub,11.06,2026-03-20,2026-03-20,On Time
O0004351,East Hub,10.51,2026-03-21,2026-03-20,On Time
O0004352,Central Hub,5.91,2026-03-21,2026-03-20,On Time
O0004353,Central Hub,11.94,2026-03-21,2026-03-21,On Time
O0004354,Central Hub,7.49,2026-03-18,2026-03-17,On Time
O0004355,West Hub,7.43,2026-03-19,2026-03-18,On Time
O0004356,West Hub,14.75,2026-03-21,2026-03-21,On Time
O0004357,East Hub,14.41,2026-03-19,2026-03-18,On Time
O0004358,East Hub,8.36,2026-03-21,2026-03-21,On Time
O0004359,West Hub,11.79,2026-03-22,2026-03-22,On Time
O0004360,West Hub,8.91,2026-03-22,2026-03-21,On Time
O0004361,West Hub,9.32,2026-03-21,2026-03-20,On Time
O0004362,Central Hub,10.4,2026-03-22,2026-03-24,Late
O0004363,West Hub,10.33,2026-03-20,2026-03-19,On Time
O0004364,West Hub,14.81,2026-03-21,2026-03-20,On Time
O0004365,West Hub,11.74,2026-03-20,2026-03-20,On Time
O0004366,West Hub,12.89,2026-03-21,2026-03-20,On Time
O0004367,Central Hub,11.2,2026-03-19,2026-03-24,Late
O0004368,Central Hub,8.1,2026-03-21,2026-03-20,On Time
O0004369,West Hub,18.73,2026-03-22,2026-03-21,On Time
O0004370,West Hub,10.52,2026-03-21,2026-03-20,On Time
O0004371,Central Hub,9.35,2026-03-20,2026-03-19,On Time
O0004372,Central Hub,7.31,2026-03-20,2026-03-20,On Time
O0004373,West Hub,8.61,2026-03-20,2026-03-19,On Time
O0004374,Central Hub,9.34,2026-03-19,2026-03-19,On Time
O0004375,West Hub,11.85,2026-03-20,2026-03-20,On Time
O0004376,East Hub,9.72,2026-03-20,2026-03-20,On Time
O0004377,East Hub,10.21,2026-03-22,2026-03-21,On Time
O0004378,West Hub,10.29,2026-03-22,2026-03-25,Late
O0004379,East Hub,10.39,2026-03-22,2026-03-21,On Time
O0004380,Central Hub,7.15,2026-03-19,2026-03-22,Late
O0004381,West Hub,14.14,2026-03-19,2026-03-18,On Time
O0004382,West Hub,9.78,2026-03-22,2026-03-27,Late
O0004383,West Hub,8.42,2026-03-20,2026-03-24,Late
O0004384,West Hub,19.24,2026-03-22,2026-03-21,On Time
O0004385,East Hub,6.79,2026-03-21,2026-03-20,On Time
O0004386,Central Hub,8.79,2026-03-22,2026-03-21,On Time
O0004387,West Hub,8.97,2026-03-21,2026-03-21,On Time
O0004388,West Hub,8.86,2026-03-20,2026-03-19,On Time
O0004389,West Hub,10.74,2026-03-20,2026-03-19,On Time
O0004390,East Hub,8.47,2026-03-22,2026-03-21,On Time
O0004391,Central Hub,9.85,2026-03-20,2026-03-20,On Time
O0004392,East Hub,9.77,2026-03-20,2026-03-22,Late
O0004393,East Hub,6.32,2026-03-19,2026-03-18,On Time
O0004394,West Hub,17.58,2026-03-20,2026-03-20,On Time
O0004395,Central Hub,7.16,2026-03-22,2026-03-21,On Time
O0004396,East Hub,6.7,2026-03-20,2026-03-20,On Time
O0004397,Central Hub,9.2,2026-03-20,2026-03-20,On Time
O0004398,West Hub,7.6,2026-03-22,2026-03-22,On Time
O0004399,Central Hub,9.81,2026-03-21,2026-03-21,On Time
O0004400,West Hub,16.16,2026-03-22,2026-03-22,On Time
O0004401,Central Hub,10.76,2026-03-21,2026-03-20,On Time
O0004402,East Hub,12.4,2026-03-19,2026-03-18,On Time
O0004403,East Hub,12.67,2026-03-22,2026-03-22,On Time
O0004404,West Hub,11.41,2026-03-22,2026-03-22,On Time
O0004405,East Hub,7.12,2026-03-19,2026-03-18,On Time
O0004406,East Hub,8.58,2026-03-21,2026-03-20,On Time
O0004407,East Hub,6.69,2026-03-22,2026-03-21,On Time
O0004408,West Hub,10.28,2026-03-21,2026-03-25,Late
O0004409,West Hub,9.87,2026-03-19,2026-03-18,On Time
O0004410,Central Hub,13.5,2026-03-22,2026-03-21,On Time
O0004411,East Hub,8.15,2026-03-21,2026-03-21,On Time
O0004412,East Hub,13.07,2026-03-21,2026-03-21,On Time
O0004413,Central Hub,16.18,2026-03-21,2026-03-20,On Time
O0004414,East Hub,8.62,2026-03-21,2026-03-20,On Time
O0004415,Central Hub,14.32,2026-03-20,2026-03-19,On Time
O0004416,Central Hub,13.6,2026-03-20,2026-03-20,On Time
O0004417,West Hub,21.16,2026-03-22,2026-03-21,On Time
O0004418,West Hub,11.43,2026-03-20,2026-03-20,On Time
O0004419,Central Hub,8.3,2026-03-21,2026-03-20,On Time
O0004420,Central Hub,9.45,2026-03-22,2026-03-21,On Time
O0004421,Central Hub,13.08,2026-03-23,2026-03-22,On Time
O0004422,West Hub,18.14,2026-03-21,2026-03-20,On Time
O0004423,East Hub,11.48,2026-03-20,2026-03-20,On Time
O0004424,East Hub,6.2,2026-03-22,2026-03-21,On Time
O0004425,West Hub,9.35,2026-03-21,2026-03-21,On Time
O0004426,East Hub,10.04,2026-03-23,2026-03-23,On Time
O0004427,Central Hub,10.67,2026-03-22,2026-03-22,On Time
O0004428,East Hub,7.17,2026-03-23,2026-03-23,On Time
O0004429,Central Hub,17.36,2026-03-20,2026-03-20,On Time
O0004430,West Hub,12.29,2026-03-22,2026-03-22,On Time
O0004431,West Hub,8.96,2026-03-20,2026-03-20,On Time
O0004432,West Hub,20.27,2026-03-20,2026-03-20,On Time
O0004433,West Hub,12.27,2026-03-22,2026-03-22,On Time
O0004434,West Hub,22.7,2026-03-21,2026-03-22,Late
O0004435,Central Hub,10.95,2026-03-23,2026-03-22,On Time
O0004436,West Hub,9.62,2026-03-23,2026-03-23,On Time
O0004437,East Hub,9.12,2026-03-22,2026-03-21,On Time
O0004438,East Hub,13.4,2026-03-20,2026-03-19,On Time
O0004439,West Hub,10.92,2026-03-21,2026-03-21,On Time
O0004440,East Hub,13.79,2026-03-21,2026-03-20,On Time
O0004441,East Hub,9.02,2026-03-22,2026-03-21,On Time
O0004442,Central Hub,8.17,2026-03-20,2026-03-20,On Time
O0004443,West Hub,9.64,2026-03-21,2026-03-21,On Time
O0004444,West Hub,9.83,2026-03-20,2026-03-20,On Time
O0004445,Central Hub,8.77,2026-03-20,2026-03-20,On Time
O0004446,East Hub,6.81,2026-03-20,2026-03-19,On Time
O0004447,West Hub,9.74,2026-03-22,2026-03-22,On Time
O0004448,East Hub,7.56,2026-03-20,2026-03-20,On Time
O0004449,Central Hub,9.87,2026-03-21,2026-03-20,On Time
O0004450,East Hub,9.33,2026-03-20,2026-03-20,On Time
O0004451,East Hub,12.4,2026-03-23,2026-03-22,On Time
O0004452,East Hub,10.68,2026-03-21,2026-03-20,On Time
O0004453,West Hub,14.02,2026-03-23,2026-03-28,Late
O0004454,Central Hub,9.23,2026-03-20,2026-03-20,On Time
O0004455,West Hub,7.57,2026-03-23,2026-03-22,On Time
O0004456,East Hub,6.32,2026-03-23,2026-03-23,On Time
O0004457,Central Hub,9.71,2026-03-21,2026-03-20,On Time
O0004458,West Hub,13.96,2026-03-22,2026-03-22,On Time
O0004459,East Hub,8.2,2026-03-20,2026-03-23,Late
O0004460,East Hub,7.7,2026-03-21,2026-03-21,On Time
O0004461,East Hub,7.08,2026-03-23,2026-03-23,On Time
O0004462,West Hub,10.23,2026-03-22,2026-03-21,On Time
O0004463,Central Hub,10.37,2026-03-20,2026-03-22,Late
O0004464,East Hub,16.21,2026-03-22,2026-03-21,On Time
O0004465,West Hub,7.56,2026-03-20,2026-03-19,On Time
O0004466,Central Hub,11.54,2026-03-22,2026-03-22,On Time
O0004467,East Hub,12.77,2026-03-20,2026-03-22,Late
O0004468,East Hub,8.83,2026-03-21,2026-03-21,On Time
O0004469,Central Hub,9.3,2026-03-23,2026-03-22,On Time
O0004470,East Hub,8.35,2026-03-23,2026-03-23,On Time
O0004471,Central Hub,11.95,2026-03-21,2026-03-21,On Time
O0004472,East Hub,7.57,2026-03-20,2026-03-20,On Time
O0004473,Central Hub,15.88,2026-03-20,2026-03-20,On Time
O0004474,Central Hub,10.2,2026-03-21,2026-03-20,On Time
O0004475,Central Hub,14.1,2026-03-23,2026-03-22,On Time
O0004476,East Hub,7.07,2026-03-22,2026-03-21,On Time
O0004477,East Hub,8.44,2026-03-23,2026-03-22,On Time
O0004478,East Hub,8.08,2026-03-23,2026-03-22,On Time
O0004479,Central Hub,7.94,2026-03-23,2026-03-22,On Time
O0004480,West Hub,7.9,2026-03-23,2026-03-23,On Time
O0004481,West Hub,18.91,2026-03-21,2026-03-20,On Time
O0004482,Central Hub,8.48,2026-03-23,2026-03-23,On Time
O0004483,East Hub,10.72,2026-03-24,2026-03-24,On Time
O0004484,Central Hub,8.79,2026-03-22,2026-03-22,On Time
O0004485,East Hub,9.47,2026-03-22,2026-03-21,On Time
O0004486,East Hub,9.2,2026-03-22,2026-03-21,On Time
O0004487,Central Hub,12.22,2026-03-24,2026-03-24,On Time
O0004488,West Hub,10.39,2026-03-21,2026-03-20,On Time
O0004489,East Hub,7.42,2026-03-23,2026-03-22,On Time
O0004490,East Hub,7.29,2026-03-24,2026-03-24,On Time
O0004491,Central Hub,10.59,2026-03-24,2026-03-23,On Time
O0004492,East Hub,7.14,2026-03-21,2026-03-26,Late
O0004493,Central Hub,7.07,2026-03-21,2026-03-20,On Time
O0004494,West Hub,11.27,2026-03-22,2026-03-22,On Time
O0004495,Central Hub,8.47,2026-03-23,2026-03-22,On Time
O0004496,West Hub,10.44,2026-03-23,2026-03-22,On Time
O0004497,West Hub,11.41,2026-03-23,2026-03-23,On Time
O0004498,Central Hub,12.19,2026-03-21,2026-03-20,On Time
O0004499,Central Hub,6.95,2026-03-23,2026-03-23,On Time
O0004500,Central Hub,8.85,2026-03-21,2026-03-21,On Time
O0004501,Central Hub,7.62,2026-03-24,2026-03-23,On Time
O0004502,West Hub,13.06,2026-03-24,2026-03-23,On Time
O0004503,East Hub,11.5,2026-03-23,2026-03-22,On Time
O0004504,West Hub,8.01,2026-03-24,2026-03-23,On Time
O0004505,East Hub,9.1,2026-03-22,2026-03-27,Late
O0004506,West Hub,7.38,2026-03-22,2026-03-21,On Time
O0004507,East Hub,11.59,2026-03-21,2026-03-20,On Time
O0004508,East Hub,11.2,2026-03-23,2026-03-22,On Time
O0004509,Central Hub,14.03,2026-03-21,2026-03-20,On Time
