return_id,order_item_id,return_date,return_quantity,return_amount,return_reason
R0002340,OI00019573,2026-07-02,1,76.73,Damaged
R0002341,OI00019588,2026-08-03,1,471.57,Not as Described
R0002342,OI00019589,2026-07-23,1,258.11,Changed Mind
R0002343,OI00019590,2026-07-17,1,69.6,Not as Described
R0002344,OI00019594,2026-06-28,1,142.92,Size or Fit
R0002345,OI00019598,2026-06-29,1,473.39,Arrived Late
R0002346,OI00019599,2026-06-29,1,154.29,Damaged
R0002347,OI00019615,2026-07-23,1,147.61,Not as Described
R0002348,OI00019621,2026-07-23,1,476.64,Damaged
R0002349,OI00019623,2026-07-21,1,79.68,Size or Fit
R0002350,OI00019636,2026-07-25,1,100.97,Arrived Late
R0002351,OI00019661,2026-07-27,1,98.78,Changed Mind
R0002352,OI00019668,2026-07-13,1,71.02,Arrived Late
R0002353,OI00019670,2026-06-28,1,131.17,
R0002354,OI00019683,2026-08-01,1,298.94,Size or Fit
R0002355,OI00019685,2026-07-27,1,109.08,Damaged
R0002356,OI00019731,2026-06-25,1,124.47,Wrong Item
R0002357,OI00019733,2026-07-25,1,50.68,Changed Mind
R0002358,OI00019735,2026-06-28,1,145.59,Not as Described
R0002359,OI00019740,2026-08-03,1,148.97,
R0002360,OI00019746,2026-06-25,1,434.98,Not as Described
R0002361,OI00019757,2026-06-26,1,102.04,Changed Mind
R0002362,OI00019763,2026-07-11,1,112.2,Changed Mind
R0002363,OI00019782,2026-07-06,1,696.49,Changed Mind
R0002364,OI00019783,2026-07-29,1,141.02,Changed Mind
R0002365,OI00019799,2026-07-16,1,65.89,
R0002366,OI00019818,2026-07-02,1,123.06,Not as Described
R0002367,OI00019835,2026-07-08,1,128.16,
R0002368,OI00019838,2026-07-21,1,155.48,Changed Mind
R0002369,OI00019856,2026-07-25,1,55.44,Size or Fit
R0002370,OI00019859,2026-07-29,1,452.24,Wrong Item
R0002371,OI00019861,2026-07-31,2,132.78,Not as Described
R0002372,OI00019864,2026-06-28,1,88.72,Not as Described
R0002373,OI00019871,2026-06-29,1,60.97,Not as Described
R0002374,OI00019888,2026-07-27,1,44.34,
R0002375,OI00019896,2026-07-17,1,316.14,Damaged
R0002376,OI00019900,2026-07-19,1,112.49,Wrong Item
R0002377,OI00019905,2026-07-08,1,56.1,Damaged
R0002378,OI00019915,2026-07-25,1,82.23,
R0002379,OI00019939,2026-07-25,1,640.91,Changed Mind
R0002380,OI00019941,2026-07-03,1,124.38,Size or Fit
R0002381,OI00019942,2026-07-25,1,319.39,Not as Described
R0002382,OI00019944,2026-07-20,1,143.05,Not as Described
R0002383,OI00019983,2026-07-30,1,160.27,Not as Described
R0002384,OI00019991,2026-07-20,1,479.91,Size or Fit
R0002385,OI00019993,2026-08-02,1,145.99,Size or Fit
R0002386,OI00019997,2026-07-13,1,80.73,Size or Fit
R0002387,OI00020009,2026-07-25,2,775.42,Changed Mind
R0002388,OI00020016,2026-07-11,1,260.22,Changed Mind
R0002389,OI00020018,2026-06-28,1,122.56,Arrived Late
R0002390,OI00020019,2026-07-15,1,83.87,Changed Mind
R0002391,OI00020030,2026-08-06,1,74.16,Size or Fit
R0002392,OI00020035,2026-08-02,1,107.07,Size or Fit
R0002393,OI00020045,2026-07-27,1,125.53,Wrong Item
R0002394,OI00020051,2026-07-16,1,89.63,Size or Fit
R0002395,OI00020070,2026-07-02,1,436.18,
R0002396,OI00020078,2026-07-14,1,146.19,Size or Fit
R0002397,OI00020100,2026-07-28,1,49.76,Size or Fit
R0002398,OI00020105,2026-07-24,1,146.64,Not as Described
R0002399,OI00020119,2026-08-06,1,126.1,Damaged
R0002400,OI00020122,2026-06-28,1,637.08,
R0002401,OI00020137,2026-07-06,1,124.38,Size or Fit
R0002402,OI00020140,2026-06-30,2,259.97,
R0002403,OI00020142,2026-08-06,1,72.55,Size or Fit
R0002404,OI00020156,2026-07-06,1,82.72,Size or Fit
R0002405,OI00020161,2026-07-09,1,79.57,Changed Mind
R0002406,OI00020167,2026-07-11,2,288.99,Damaged
R0002407,OI00020186,2026-07-11,1,28.85,Not as Described
R0002408,OI00020187,2026-07-23,1,534.28,Changed Mind
R0002409,OI00020188,2026-07-01,1,55.58,Size or Fit
R0002410,OI00020191,2026-07-01,1,110.47,
R0002411,OI00020200,2026-07-15,1,91.7,Changed Mind
R0002412,OI00020208,2026-08-04,1,70.84,Not as Described
R0002413,OI00020212,2026-07-24,1,84.82,Arrived Late
R0002414,OI00020222,2026-07-04,1,122.42,Arrived Late
R0002415,OI00020229,2026-08-08,2,103.52,Size or Fit
R0002416,OI00020251,2026-07-27,1,73.26,Changed Mind
R0002417,OI00020258,2026-07-30,1,122.22,Size or Fit
R0002418,OI00020259,2026-07-30,1,250.46,Changed Mind
R0002419,OI00020261,2026-08-04,1,109.17,Size or Fit
R0002420,OI00020278,2026-07-24,2,148.3,Size or Fit
R0002421,OI00020283,2026-07-07,1,136.82,Not as Described
R0002422,OI00020284,2026-07-14,1,76.74,
R0002423,OI00020293,2026-07-14,1,196.83,Damaged
R0002424,OI00020295,2026-07-04,1,109.53,Size or Fit
R0002425,OI00020309,2026-07-17,2,110.65,Damaged
R0002426,OI00020313,2026-07-02,1,93.36,Changed Mind
R0002427,OI00020317,2026-07-19,1,147.13,Not as Described
R0002428,OI00020321,2026-07-13,1,67.44,Size or Fit
R0002429,OI00020323,2026-07-19,1,31.3,Changed Mind
R0002430,OI00020324,2026-07-06,1,110.68,Not as Described
R0002431,OI00020327,2026-07-06,1,131.88,Arrived Late
R0002432,OI00020336,2026-07-12,1,95.43,Changed Mind
R0002433,OI00020340,2026-07-18,1,109.42,Changed Mind
R0002434,OI00020341,2026-06-30,1,764.52,Arrived Late
R0002435,OI00020354,2026-08-03,1,194.01,Wrong Item
R0002436,OI00020355,2026-07-28,1,795.26,Size or Fit
R0002437,OI00020364,2026-07-10,1,402.8,Changed Mind
R0002438,OI00020381,2026-07-27,1,238.39,Not as Described
R0002439,OI00020385,2026-07-14,1,165.18,Damaged
R0002440,OI00020391,2026-07-24,1,126.19,Size or Fit
R0002441,OI00020401,2026-08-08,1,67.02,Changed Mind
R0002442,OI00020402,2026-07-16,1,141.44,Damaged
R0002443,OI00020404,2026-07-21,1,58.9,Size or Fit
R0002444,OI00020406,2026-07-17,1,66.45,Damaged
R0002445,OI00020409,2026-07-03,1,138.48,Size or Fit
R0002446,OI00020414,2026-07-27,1,106.24,Size or Fit
R0002447,OI00020419,2026-07-27,1,225.59,Arrived Late
R0002448,OI00020426,2026-07-09,1,65.4,Damaged
R0002449,OI00020432,2026-07-20,1,104.18,Size or Fit
R0002450,OI00020433,2026-08-04,1,396.05,Changed Mind
R0002451,OI00020435,2026-07-28,1,715.61,Damaged
R0002452,OI00020440,2026-08-09,1,65.08,Not as Described
R0002453,OI00020441,2026-07-14,2,644.02,Changed Mind
R0002454,OI00020446,2026-07-16,1,57.37,
R0002455,OI00020452,2026-07-28,1,649.64,Size or Fit
R0002456,OI00020454,2026-08-09,1,127.75,Not as Described
R0002457,OI00020478,2026-07-11,1,72.51,Size or Fit
R0002458,OI00020484,2026-08-03,2,294.96,Not as Described
R0002459,OI00020486,2026-07-31,1,125.09,Changed Mind
R0002460,OI00020499,2026-07-07,1,80.1,Size or Fit
R0002461,OI00020506,2026-07-28,1,51.96,Changed Mind
R0002462,OI00020507,2026-07-18,1,144.87,Changed Mind
R0002463,OI00020511,2026-07-21,1,767.13,Size or Fit
R0002464,OI00020518,2026-07-07,1,344.22,Wrong Item
R0002465,OI00020521,2026-08-11,1,268.18,Not as Described
R0002466,OI00020523,2026-07-13,1,88.08,
R0002467,OI00020529,2026-07-20,1,122.81,Changed Mind
R0002468,OI00020534,2026-08-07,1,54.35,Changed Mind
R0002469,OI00020536,2026-07-24,1,67.18,Size or Fit
R0002470,OI00020539,2026-08-08,1,91.56,Changed Mind
R0002471,OI00020555,2026-07-24,1,45.71,
R0002472,OI00020566,2026-07-26,1,492.69,Size or Fit
R0002473,OI00020584,2026-07-02,1,69.25,Changed Mind
R0002474,OI00020591,2026-07-08,1,106.57,Changed Mind
R0002475,OI00020602,2026-07-10,1,381.85,Arrived Late
R0002476,OI00020612,2026-07-11,1,622.04,Size or Fit
R0002477,OI00020629,2026-07-11,1,88.03,Not as Described
R0002478,OI00020632,2026-07-18,1,248.57,
R0002479,OI00020636,2026-08-07,1,315.21,Size or Fit
R0002480,OI00020644,2026-07-20,1,82.5,Not as Described
R0002481,OI00020645,2026-07-06,1,88.13,Damaged
R0002482,OI00020665,2026-08-10,1,146.45,Changed Mind
R0002483,OI00020674,2026-07-03,1,117.5,Size or Fit
R0002484,OI00020691,2026-08-06,1,655.21,
R0002485,OI00020707,2026-07-15,1,114.42,Size or Fit
R0002486,OI00020734,2026-07-10,1,135.2,Size or Fit
R0002487,OI00020736,2026-07-31,1,650.41,Arrived Late
R0002488,OI00020752,2026-08-02,1,127.18,Not as Described
R0002489,OI00020759,2026-08-02,1,300.04,Damaged
R0002490,OI00020793,2026-07-29,1,124.78,Size or Fit
R0002491,OI00020799,2026-07-23,1,64.32,Size or Fit
R0002492,OI00020812,2026-07-12,1,286.6,Damaged
R0002493,OI00020814,2026-08-01,1,141.81,Size or Fit
R0002494,OI00020818,2026-07-25,1,79.34,
R0002495,OI00020829,2026-07-18,1,137.98,Damaged
R0002496,OI00020833,2026-07-12,1,435.35,Changed Mind
R0002497,OI00020835,2026-07-10,1,47.33,Size or Fit
R0002498,OI00020843,2026-07-26,1,379.9,Not as Described
R0002499,OI00020848,2026-07-12,1,412.94,Changed Mind
R0002500,OI00020860,2026-07-06,1,151.66,Damaged
R0002501,OI00020868,2026-07-08,1,318.71,Damaged
R0002502,OI00020877,2026-08-13,1,102.68,Wrong Item
R0002503,OI00020892,2026-07-06,1,90.35,Not as Described
R0002504,OI00020896,2026-07-29,1,134.16,Wrong Item
R0002505,OI00020904,2026-07-09,1,89.9,Size or Fit
R0002506,OI00020914,2026-08-04,1,126.31,Size or Fit
R0002507,OI00020915,2026-07-21,1,273.53,Arrived Late
R0002508,OI00020927,2026-08-09,1,113.34,Changed Mind
R0002509,OI00020934,2026-07-23,1,147.34,Changed Mind
R0002510,OI00020936,2026-08-01,1,666.93,Changed Mind
R0002511,OI00020938,2026-07-20,1,657.26,Changed Mind
R0002512,OI00020945,2026-07-27,1,86.65,Not as Described
R0002513,OI00020948,2026-08-01,1,69.41,Not as Described
R0002514,OI00020966,2026-07-14,1,82.21,Wrong Item
